name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Dhaka, Bangladesh",2022-11-05,31.1,22.5,26.9,33.4,22.5,27.9,19.9,66.6,0,0,0,,0,0,8.6,6.5,78.2,1014,18.1,4,225.6,19.5,8,10,2022-11-05T06:06:21,2022-11-05T17:17:19,0.39,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-06,31,24,27.5,35,24,28.7,20.5,66.8,0,0,0,,0,0,13,12,197.9,1014.2,8.2,3.9,221.2,19.1,8,10,2022-11-06T06:06:57,2022-11-06T17:16:47,0.42,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-07,31.4,21.5,27.4,32.5,21.5,28.3,19.5,63.1,0,0,0,,0,0,14.4,12.2,258.4,1014,19.8,4.1,221.2,19.2,8,10,2022-11-07T06:07:34,2022-11-07T17:16:16,0.46,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-08,30.2,22,27.1,32.3,22,28,19.8,65.1,0,0,0,,0,0,9.4,16.7,39.8,1013.9,36.6,4,219.8,19.1,8,10,2022-11-08T06:08:11,2022-11-08T17:15:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-09,31,23.5,27.2,33.7,23.5,28,19.6,63.9,0,0,0,,0,0,11.5,12,42.4,1013.8,21.3,4.1,217.7,18.7,8,10,2022-11-09T06:08:49,2022-11-09T17:15:18,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-10,30.7,23.2,26.7,32.3,23.2,27.1,18.4,61.3,0,0,0,,0,0,11.2,12.9,45.4,1013.9,35.7,4.4,217.7,18.7,8,10,2022-11-10T06:09:27,2022-11-10T17:14:51,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-11,31,21.8,26.6,32.1,21.8,27,18.5,62.9,0,0,0,,0,0,13.7,8.4,20,1013.6,12.7,4.1,214.3,18.5,8,10,2022-11-11T06:10:06,2022-11-11T17:14:26,0.59,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-12,29.4,21.7,26.4,29.9,21.7,26.8,18.9,64.5,0,0,0,,0,0,17.6,16.7,325.9,1013.4,14.8,4,214.8,18.5,8,10,2022-11-12T06:10:44,2022-11-12T17:14:01,0.62,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-13,28.8,22.7,25.7,29.4,22.7,25.9,18.4,65.1,0,0,0,,0,0,19.8,16.7,323.8,1013.2,12.3,3.6,219.9,19,8,10,2022-11-13T06:11:24,2022-11-13T17:13:38,0.65,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-14,31,21,25.7,33.2,21,26.2,18.2,64.2,0,0,0,,0,0,19.4,10.2,330.3,1013.3,0.6,3.8,217.9,18.8,8,10,2022-11-14T06:12:03,2022-11-14T17:13:17,0.69,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-15,30.5,20.4,25.3,31.4,20.4,25.5,17.9,65.1,0,0,0,,0,0,12.6,10.3,5.4,1012.6,12.9,3.9,213.9,18.5,8,10,2022-11-15T06:12:43,2022-11-15T17:12:56,0.72,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-16,30,21,25.7,31.9,21,26.1,18.2,64.4,0,0,0,,0,0,15.1,7.8,3.4,1011.5,7.4,3.9,211.2,18.3,8,10,2022-11-16T06:13:23,2022-11-16T17:12:38,0.75,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-17,30,20.4,25.3,30.4,20.4,25.3,17.7,64,0,0,0,,0,0,15.8,11.2,358.5,1011.7,0.3,4,211.1,18.3,8,10,2022-11-17T06:14:04,2022-11-17T17:12:20,0.78,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-18,29.4,20.9,25.4,30.5,20.9,25.7,18.1,65.1,0,0,0,,0,0,16.6,8.4,330.5,1012.7,5.3,3.7,204.1,17.8,8,10,2022-11-18T06:14:45,2022-11-18T17:12:04,0.82,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-19,29,20.4,24.5,29.8,20.4,24.6,17.5,66.1,0,0,0,,0,0,13.3,10.2,355.2,1012.3,37.7,3.8,189.2,16.3,8,10,2022-11-19T06:15:26,2022-11-19T17:11:50,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-20,31.1,20,25.4,31.6,20,25.7,17.8,64.4,0,0,0,,0,0,12.6,10.3,286.8,1011.2,44.5,3.9,122.3,10.6,6,10,2022-11-20T06:16:07,2022-11-20T17:11:36,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-21,30,21.9,25.9,30.4,21.9,26,17,59,0,0,0,,0,0,20.2,13.9,295.2,1010.7,25.9,4,183.3,15.9,7,10,2022-11-21T06:16:49,2022-11-21T17:11:25,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-22,28.5,21,25.1,29.6,21,25.3,17.9,64.9,0,0,0,,0,0,21.2,18.7,303.7,1011.2,3.2,4,208.7,17.9,8,10,2022-11-22T06:17:30,2022-11-22T17:11:14,0.94,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-23,29.1,20.6,24.4,29.1,20.6,24.4,16.8,64.3,0,0,0,,0,0,20.5,17.4,304.8,1011.5,4.4,3.7,206.8,17.7,8,10,2022-11-23T06:18:12,2022-11-23T17:11:06,0.98,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
"Dhaka, Bangladesh",2022-11-24,28.7,20,24.6,29.2,20,24.7,16.9,63.2,0,0,0,,0,0,17.3,14.9,312.4,1011.7,8,3.5,204,17.7,7,10,2022-11-24T06:18:54,2022-11-24T17:10:58,0,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-25,30,19.8,25.5,32.7,19.8,26.1,18.3,65.8,0,0,0,,0,0,15.1,6.7,34.5,1012.1,1.4,3.8,204.5,17.7,7,10,2022-11-25T06:19:36,2022-11-25T17:10:52,0.05,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-26,30.2,19.2,25.6,30.8,19.2,25.6,17.7,63.5,0,0,0,,0,0,10.8,13.1,62.4,1010.8,0.4,3.9,204.7,17.7,7,10,2022-11-26T06:20:18,2022-11-26T17:10:48,0.08,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-27,29.8,19.9,25.7,30,19.9,25.9,17.8,63,0,0,0,,0,0,10.4,9.3,332.4,1009.5,2.7,3.9,203.5,17.6,7,10,2022-11-27T06:21:00,2022-11-27T17:10:45,0.12,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-28,29.7,19.1,25.2,30,19.1,25.4,17.2,61.9,0,0,0,,0,0,10.1,7.6,12.1,1010.4,19.8,4.7,200.9,17.4,7,10,2022-11-28T06:21:42,2022-11-28T17:10:44,0.15,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-29,28.8,22.5,25.7,28.8,22.5,25.8,16.9,59.3,0,0,0,,0,0,13,10.3,329.5,1011.8,64.1,4,135,11.6,7,10,2022-11-29T06:22:24,2022-11-29T17:10:43,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-11-30,31,22.4,26.9,31.6,22.4,27.1,17.2,56.3,0,0,0,,0,0,11.9,11.2,256.5,1012.6,29.8,4,150.9,13,7,10,2022-11-30T06:23:05,2022-11-30T17:10:45,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-01,30,20,25.6,30.2,20,25.7,17.1,60.6,0,0,0,,0,0,20.5,13.8,300.2,1012.2,0.5,3.7,199.5,17.2,7,10,2022-12-01T06:23:47,2022-12-01T17:10:48,0.26,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-02,29.3,20.7,25,28.7,20.7,25,16.8,61.9,0,0,0,,0,0,20.5,13.8,301.9,1012,0.2,3.9,200,17.2,7,10,2022-12-02T06:24:29,2022-12-02T17:10:52,0.29,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-03,28.1,20.5,24.5,29.1,20.5,24.6,16.4,61.4,0,0,0,,0,0,17.3,14.8,289.2,1012.4,0,3.7,200.4,17.4,7,10,2022-12-03T06:25:10,2022-12-03T17:10:58,0.33,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-04,28.7,19.2,23.8,28.5,19.2,23.9,16.1,63.3,0,0,0,,0,0,16.6,11.2,318.6,1012.6,0,3.6,198.7,17.2,7,10,2022-12-04T06:25:51,2022-12-04T17:11:05,0.36,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-05,28.4,19,23.6,28.4,19,23.6,16.3,65.2,0,0,0,,0,0,18.4,8.4,287.1,1013.5,0,3.7,198,17.2,7,10,2022-12-05T06:26:32,2022-12-05T17:11:14,0.4,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-06,28,19,23.6,28.8,19,23.7,16.7,66.4,0,0,0,,0,0,20.5,14.8,296.6,1012.2,0,4.5,196.5,17,7,10,2022-12-06T06:27:12,2022-12-06T17:11:24,0.43,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-07,27.7,19.4,23.4,27.6,19.4,23.5,16.2,64.9,0,0,0,,0,0,19.8,16.6,306.3,1011.8,12.9,3.8,185.2,15.9,7,10,2022-12-07T06:27:53,2022-12-07T17:11:35,0.47,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-08,28,19.3,23.5,28.4,19.3,23.6,16.4,65.6,0,0,0,,0,0,16.2,11.9,323.6,1012.5,26.9,3.5,177.3,15.4,7,10,2022-12-08T06:28:32,2022-12-08T17:11:48,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-09,28,18.1,23.2,28.6,18.1,23.3,16,65.3,0,0,0,,0,0,10.1,12,296,1012.3,8.4,3.6,191.5,16.5,7,10,2022-12-09T06:29:12,2022-12-09T17:12:02,0.54,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-10,28,17.9,23.5,28.4,17.9,23.6,16,64,0,0,0,,0,0,12.6,9.3,331.7,1012.4,44.6,3.8,187.5,16.3,7,10,2022-12-10T06:29:50,2022-12-10T17:12:18,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-11,29,19,24,29.3,19,24.1,16.3,63.8,0,0,0,,0,0,15.5,13.8,310.3,1012.9,11,3.6,193.4,16.8,7,10,2022-12-11T06:30:29,2022-12-11T17:12:34,0.6,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-12,27.2,18.5,23,27.6,18.5,23,16.1,66.3,0,0,0,,0,0,16.6,12.9,285.7,1012.4,0.6,3.7,192.3,16.5,7,10,2022-12-12T06:31:07,2022-12-12T17:12:52,0.63,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-13,27,17.4,23,27.8,17.4,23.1,16.7,68.9,0,0,0,,0,0,19.1,8.5,284.9,1012.6,0.9,3.2,191.5,16.4,7,10,2022-12-13T06:31:44,2022-12-13T17:13:12,0.67,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-14,27.1,17.4,22.6,28.3,17.4,22.8,17.4,73.1,0,0,0,,0,0,16.6,4.9,329.3,1012.8,0,2.6,193.5,16.8,7,10,2022-12-14T06:32:20,2022-12-14T17:13:33,0.7,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-15,27,18.2,22.9,28.3,18.2,23,16.9,70.3,0,0,0,,0,0,20.2,14.8,251.1,1012.1,21.1,2.5,195,16.9,7,10,2022-12-15T06:32:56,2022-12-15T17:13:55,0.73,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-16,25.9,18,21.8,25.9,18,21.8,16.5,72.6,0,0,0,,0,0,18.4,13.1,296.2,1011.8,13.8,2.4,197.2,16.9,7,10,2022-12-16T06:33:31,2022-12-16T17:14:18,0.75,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-17,26.4,18.3,21.9,26.4,18.3,21.9,16.3,71.9,0,0,0,,0,0,17.6,8.5,305.8,1012.7,0.6,2.5,193,16.7,7,10,2022-12-17T06:34:06,2022-12-17T17:14:42,0.8,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
"Dhaka, Bangladesh",2022-12-18,26.8,17,21.5,27.4,17,21.5,17.1,77.5,0,0,0,,0,0,11.2,12.1,247.9,1012.6,15.4,2.5,193.5,16.7,7,10,2022-12-18T06:34:39,2022-12-18T17:15:07,0.83,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-19,27,15.7,21.8,27.8,15.7,21.9,16,70.7,0,0,0,,0,0,13.7,10.3,249.8,1011.4,1,3,191.2,16.5,7,10,2022-12-19T06:35:12,2022-12-19T17:15:34,0.86,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-20,28,17.8,22.6,28,17.8,22.6,16.2,69.1,0,0,0,,0,0,11.9,9.5,343.4,1011.3,3.1,3.2,189.1,16.2,7,10,2022-12-20T06:35:44,2022-12-20T17:16:02,0.9,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-21,27.4,17,22.5,27.9,17,22.6,16.7,70.8,0,0,0,,0,0,21.6,12.9,314.7,1012,8.5,3.3,188.2,16.3,7,10,2022-12-21T06:36:15,2022-12-21T17:16:31,0.93,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-22,26.1,19,22.4,26.1,19,22.4,17.1,73,0,0,0,,0,0,14.4,12.1,291.8,1011.9,5.5,2.7,169.9,14.6,7,10,2022-12-22T06:36:45,2022-12-22T17:17:00,0.96,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
"Dhaka, Bangladesh",2022-12-23,27,18,22,27.2,18,22,15,66.4,0,0,0,,0,0,20.5,14.8,302.2,1012.5,1.3,2.9,191.8,16.7,7,10,2022-12-23T06:37:14,2022-12-23T17:17:31,0,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
"Dhaka, Bangladesh",2022-12-24,26,15.6,21.5,26,15.6,21.5,15,67.6,0,0,0,,0,0,15.1,11.2,273.1,1012.6,0,3.4,194.6,16.9,7,10,2022-12-24T06:37:43,2022-12-24T17:18:03,0.03,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-25,28,16,22.1,28.1,16,22.2,15.5,67.7,0,0,0,,0,0,10.1,2.8,285.9,1014,0,2.8,189,16.4,7,10,2022-12-25T06:38:10,2022-12-25T17:18:36,0.06,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-26,28.1,17.7,23,28.9,17.7,23.1,16,66.6,0,0,0,,0,0,14,18.4,215.8,1015.4,11.7,3.6,186.7,16.2,7,10,2022-12-26T06:38:36,2022-12-26T17:19:09,0.1,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-27,25,19.2,22,25,19.2,22,18.2,79.1,0.7,100,12.5,rain,0,0,14.4,11,244.3,1014.5,56.9,2.3,133.8,11.6,7,10,2022-12-27T06:39:01,2022-12-27T17:19:44,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-28,25,18.4,21.5,25,18.4,21.5,18,81.2,0,0,0,,0,0,21.2,10.2,320.3,1016,38.7,1.7,180.3,15.6,7,10,2022-12-28T06:39:25,2022-12-28T17:20:19,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-29,25,16.1,20,25,16.1,20,16.1,79.7,0,0,0,,0,0,17.3,12,267.5,1017.6,30.6,1.9,198.1,17.2,7,10,2022-12-29T06:39:47,2022-12-29T17:20:55,0.2,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-30,24,15.4,19.1,24,15.4,19.1,15.7,81.3,0,0,0,,0,0,10.8,9.5,328.9,1018.1,52.2,1.8,194,16.6,7,10,2022-12-30T06:40:09,2022-12-30T17:21:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
"Dhaka, Bangladesh",2022-12-31,23,14.3,18.6,23,14.3,18.6,15,80.6,0,0,0,,0,0,7.6,6.4,50.4,1017.8,32.8,1.7,193.8,16.7,7,10,2022-12-31T06:40:29,2022-12-31T17:22:10,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
